popularity,budget,revenue,roi,vote_count,vote_average,release_year
0.21,0,0,,15,5.4,2009
0.2,0,0,,11,6.2,2009
0.2,0,0,,11,5.3,2009
0.2,0,0,,60,5.9,2009
0.2,0,0,,25,7.1,2009
0.28,0,0,,15,4.5,2009
0.18,2500000,352810,-0.86,11,7.0,2009
0.19,0,0,,37,6.5,2009
0.53,1500000,0,-1.0,18,5.8,2009
0.19,7000000,1429299,-0.8,11,5.6,2009
0.19,0,0,,11,6.4,2009
0.19,0,0,,17,7.6,2009
0.14,0,0,,24,6.0,2009
0.19,0,0,,21,4.5,2009
0.19,12500000,0,-1.0,38,6.6,2009
0.18,0,1896244,,33,7.4,2009
0.18,0,0,,13,3.4,2009
0.18,42000000,0,-1.0,288,5.2,2009
0.18,0,0,,177,5.8,2009
0.18,0,0,,12,6.5,2009
0.17,0,0,,13,6.6,2009
0.17,0,0,,12,4.0,2009
0.24,0,0,,78,7.1,2009
0.17,0,0,,13,6.9,2009
0.17,12000000,0,-1.0,18,4.6,2009
0.17,0,0,,21,7.0,2009
0.16,5000,0,-1.0,16,5.9,2009
0.16,1500000,56000,-0.96,10,4.4,2009
0.16,0,0,,30,5.4,2009
0.16,7500000,0,-1.0,17,3.4,2009
0.16,0,0,,46,6.0,2009
0.16,0,0,,22,5.5,2009
0.24,0,0,,22,5.3,2009
0.16,0,0,,23,5.8,2009
0.16,0,0,,18,5.0,2009
0.15,3200000,0,-1.0,40,5.6,2009
0.33,0,0,,10,5.9,2009
0.15,0,0,,16,3.5,2009
0.15,58000000,85280250,0.47,181,5.0,2009
0.15,0,0,,10,6.9,2009
0.15,5000000,38610009,6.72,74,5.4,2009
0.25,0,0,,19,4.6,2009
0.14,0,0,,22,7.3,2009
0.14,0,0,,29,7.6,2009
0.14,0,0,,67,4.4,2009
0.14,0,0,,16,5.7,2009
0.14,0,0,,14,6.0,2009
0.14,0,0,,13,5.6,2009
0.06,0,0,,11,5.7,2009
0.13,0,0,,17,7.0,2009
0.13,0,0,,39,6.6,2009
0.19,3500000,0,-1.0,10,4.1,2009
0.13,3500000,0,-1.0,16,6.2,2009
0.13,0,0,,22,3.8,2009
0.13,0,0,,10,5.2,2009
0.12,0,0,,19,3.7,2009
0.12,0,0,,26,5.1,2009
0.04,0,0,,15,5.5,2009
0.12,0,0,,13,5.2,2009
0.22,9000000,0,-1.0,19,3.5,2009
0.12,108,0,-1.0,51,4.1,2009
0.11,250000,232732,-0.07,16,5.7,2009
0.11,0,0,,27,4.9,2009
0.11,0,0,,17,7.6,2009
0.06,0,0,,10,4.7,2009
0.25,0,0,,10,4.5,2009
0.11,0,0,,32,6.1,2009
0.11,0,0,,36,6.1,2009
0.11,0,0,,14,6.6,2009
0.11,0,0,,11,5.7,2009
0.11,0,0,,14,5.1,2009
0.13,0,0,,10,6.0,2009
0.1,0,0,,28,8.3,2009
0.1,0,0,,24,7.0,2009
0.17,25000000,20719451,-0.17,16,6.7,2009
0.32,0,0,,19,5.2,2009
0.1,0,0,,38,5.5,2009
0.1,0,0,,27,6.0,2009
0.15,0,0,,23,6.0,2009
0.09,31192,10000,-0.68,15,6.5,2009
0.09,0,0,,12,6.9,2009
0.09,0,0,,21,4.6,2009
0.21,0,0,,18,4.6,2009
0.1,0,0,,15,6.9,2009
0.29,10000000,0,-1.0,65,7.1,2009
0.08,0,0,,23,7.7,2009
0.08,0,0,,21,7.9,2009
0.08,6000000,0,-1.0,10,3.5,2009
0.12,0,0,,11,5.6,2009
0.07,0,0,,16,3.3,2009
0.07,0,90508336,,35,6.9,2009
0.07,0,0,,12,5.9,2009
0.09,0,0,,10,4.5,2009
0.09,0,0,,13,5.7,2009
0.06,0,0,,22,5.3,2009
0.06,0,0,,12,5.5,2009
0.06,0,0,,46,7.2,2009
0.09,0,0,,13,6.4,2009
0.05,0,0,,15,6.0,2009
0.05,0,0,,21,6.1,2009
0.04,0,0,,11,5.8,2009
0.04,0,0,,59,5.4,2009
0.14,0,0,,26,7.2,2009
0.03,0,0,,32,4.7,2009
0.03,0,0,,28,7.2,2009
0.03,0,80,,11,6.9,2009
0.02,0,0,,10,4.9,2009
0.02,0,0,,15,6.5,2009
0.02,0,0,,11,5.6,2009
0.02,0,400654,,18,6.3,2009
0.02,0,0,,12,4.2,2009
0.17,0,0,,12,4.3,2009
0.02,0,0,,42,5.9,2009
0.01,0,0,,10,6.0,2009
0.01,0,0,,12,5.4,2009
0.0,0,0,,11,6.0,2009
0.26,0,0,,16,6.9,2009
0.01,0,0,,11,6.0,2009
0.14,0,0,,11,4.4,2009
0.0,0,0,,11,6.6,2009
0.02,3500,0,-1.0,10,4.1,2009
0.0,0,0,,11,7.0,2009
0.01,0,0,,14,5.5,2009
0.0,0,0,,11,4.3,2009
9.36,160000000,825500000,4.16,9767,7.9,2010
5.7,200000000,623933331,2.12,4920,6.6,2010
5.57,200000000,1025467110,4.13,2853,6.3,2010
5.29,13000000,327803731,24.22,2597,7.1,2010
4.84,250000000,954305868,2.82,3467,7.4,2010
3.79,69000000,543513985,6.88,4851,7.1,2010
3.75,80000000,274470394,2.43,2025,5.9,2010
3.56,165000000,494878759,2.0,2949,7.4,2010
3.18,80000000,294804195,2.69,3554,7.6,2010
2.91,170000000,400062763,1.35,2026,6.3,2010
2.87,260000000,591794936,1.28,2019,7.3,2010
2.71,200000000,1063171911,4.32,2924,7.5,2010
2.59,110000000,293329073,1.67,1433,6.2,2010
2.44,18000000,35692920,0.98,1645,6.9,2010
2.33,8000000,74952305,8.37,1303,6.6,2010
2.25,155000000,415686217,1.68,905,6.0,2010
2.23,28000000,96188903,2.44,3085,7.0,2010
2.16,100000000,278346189,1.78,1084,6.0,2010
2.13,150000000,335154643,1.23,1545,6.1,2010
2.12,200000000,310669540,0.55,844,6.1,2010
2.1,38000000,252276927,5.64,1084,7.0,2010
2.09,125000000,232713139,0.86,1530,5.6,2010
2.05,150000000,215283742,0.44,871,5.8,2010
2.03,30000000,0,-1.0,482,6.5,2010
1.92,40000000,224920315,4.62,2022,7.1,2010
1.91,60000000,47664559,-0.21,1258,7.2,2010
1.9,100000000,310650585,2.11,717,5.4,2010
1.89,40000000,126248813,2.16,722,5.8,2010
1.88,95000000,226497209,1.38,1175,6.0,2010
1.87,100000000,167805466,0.68,733,6.2,2010
1.82,165000000,752600867,3.56,1191,6.0,2010
1.78,25000000,114977104,3.6,737,6.5,2010
1.73,110000000,177238796,0.61,1162,6.2,2010
1.72,58000000,71664962,0.24,2064,6.5,2010
1.72,20000000,31327899,0.57,753,6.2,2010
1.66,80000000,271430189,2.39,1144,6.1,2010
1.62,80000000,157107755,0.96,1506,6.5,2010
1.62,55000000,152263880,1.77,781,5.9,2010
1.61,37000000,154026136,3.16,930,6.9,2010
1.58,20000000,0,-1.0,568,6.8,2010
1.55,68000000,698491347,9.27,1331,5.9,2010
1.54,130000000,321885765,1.48,1190,6.6,2010
1.54,150000000,318502923,1.12,732,4.7,2010
1.42,100000000,170432927,0.7,951,6.1,2010
1.4,0,0,,74,4.8,2010
1.4,1500000,97009150,63.67,999,6.7,2010
1.39,30000000,159291809,4.31,365,6.5,2010
1.39,15000000,414211549,26.61,1688,7.4,2010
1.37,30000000,102820008,2.43,756,6.5,2010
1.36,30000000,20348249,-0.32,246,6.7,2010
1.35,32000000,18409891,-0.42,375,6.1,2010
1.34,7000000,7644937,0.09,150,6.1,2010
1.33,117000000,261930431,1.24,1045,5.9,2010
1.3,3000000,0,-1.0,87,7.4,2010
1.27,60000000,204594016,2.41,407,5.7,2010
1.27,1000000,12355734,11.36,530,6.9,2010
1.26,40000000,136000000,2.4,553,5.5,2010
1.23,19000000,29922472,0.57,283,6.3,2010
1.21,100000000,94882889,-0.05,445,6.3,2010
1.2,112000000,237382724,1.12,375,5.0,2010
1.2,35000000,77477008,1.21,290,5.7,2010
1.17,44000000,48190704,0.1,324,6.8,2010
1.15,19000000,49830607,1.62,388,5.8,2010
1.15,10000000,2995811,-0.7,133,6.3,2010
1.15,52000000,216485654,3.16,675,5.6,2010
1.14,25000000,36993168,0.48,186,5.4,2010
1.14,0,0,,138,6.3,2010
1.13,20000000,136150434,5.81,397,5.8,2010
1.13,40000000,357852395,7.95,1019,6.1,2010
1.12,65000000,211780824,2.26,1015,6.2,2010
1.11,8000000,3453043,-0.57,101,6.1,2010
1.11,52000000,52615806,0.01,432,6.1,2010
1.11,45000000,60222298,0.34,357,6.5,2010
1.08,8000000,6491240,-0.19,364,6.9,2010
1.08,30000000,51148651,0.7,570,6.8,2010
1.07,35000000,115664037,2.3,423,5.5,2010
1.07,25000000,23580000,-0.06,298,6.2,2010
1.05,25000000,9190869,-0.63,965,7.1,2010
1.05,40000000,90029656,1.25,359,5.9,2010
1.05,0,0,,457,7.2,2010
1.02,47000000,10539000,-0.78,252,4.4,2010
1.01,65000000,0,-1.0,185,5.3,2010
1.01,0,0,,19,5.4,2010
1.01,22000000,0,-1.0,140,7.6,2010
1.0,20000000,80547866,3.03,177,4.3,2010
1.0,2000000,7871522,2.94,171,7.6,2010
1.0,75000000,98159963,0.31,530,5.7,2010
0.99,26000000,67918658,1.61,376,5.0,2010
0.99,0,3317662,,135,5.9,2010
0.98,100000000,288347692,1.88,275,5.5,2010
0.98,20000000,32005248,0.6,213,6.0,2010
0.98,35000000,93246388,1.66,228,6.0,2010
0.94,36000000,64572262,0.79,550,5.9,2010
0.93,21800000,0,-1.0,143,6.6,2010
0.92,20000000,24145613,0.21,353,6.6,2010
0.92,14000000,1755212,-0.87,259,7.2,2010
0.91,80000000,140073390,0.75,471,6.5,2010
0.91,32000000,69055695,1.16,248,6.1,2010
0.91,55000000,89519773,0.63,341,6.8,2010
0.89,15000000,4882577,-0.67,133,6.4,2010
0.88,32000000,42045846,0.31,172,6.0,2010
0.88,24000000,23081726,-0.04,360,6.2,2010
0.88,20000000,0,-1.0,182,7.3,2010
0.88,3000000,177512032,58.17,421,5.7,2010
0.86,15000000,9455232,-0.37,414,6.7,2010
0.86,0,6629178,,272,7.6,2010
0.86,20000000,65464324,2.27,290,5.6,2010
0.85,0,0,,28,6.7,2010
0.84,30000000,55583804,0.85,310,5.5,2010
0.84,11000000,0,-1.0,51,6.2,2010
0.83,500000,4242978,7.49,328,6.3,2010
0.83,0,4430765,,93,7.2,2010
0.82,38000000,105610124,1.78,516,6.5,2010
0.8,12000000,6814789,-0.43,198,5.7,2010
0.8,3200000,5332926,0.67,204,6.8,2010
0.8,0,0,,54,7.1,2010
0.8,0,0,,13,4.7,2010
0.79,22000000,851517,-0.96,112,5.5,2010
0.79,22000000,9479718,-0.57,97,4.9,2010
0.79,15000000,75700498,4.05,190,5.8,2010
0.79,2000000,572809,-0.71,269,6.2,2010
0.79,24000000,83188165,2.47,306,5.2,2010
0.78,40000000,58785180,0.47,246,6.1,2010
0.77,12500000,6732980,-0.46,87,7.0,2010
0.76,90000000,16178959,-0.82,28,5.8,2010
0.76,1800000,67738090,36.63,179,5.4,2010
0.76,48000000,112462508,1.34,282,5.2,2010
0.75,0,0,,90,5.1,2010
0.75,22000000,24188922,0.1,129,6.4,2010
0.75,10000000,498974,-0.95,166,5.9,2010
0.74,0,7000000,,59,6.6,2010
0.74,1987650,19152480,8.64,458,6.5,2010
0.74,69000000,86387857,0.25,324,5.4,2010
0.73,0,36699403,,249,5.7,2010
0.7,13000000,0,-1.0,25,4.6,2010
0.69,0,0,,81,5.8,2010
0.69,4000000,34705850,7.68,280,6.4,2010
0.67,0,0,,18,5.7,2010
0.67,10000000,66821036,5.68,304,4.7,2010
0.67,20000000,45636368,1.28,147,6.1,2010
0.67,0,0,,91,5.8,2010
0.66,7500000,0,-1.0,41,5.9,2010
0.66,15000000,0,-1.0,237,6.5,2010
0.66,2000000,13831503,5.92,289,6.7,2010
0.66,0,0,,57,6.9,2010
0.66,7000000,46488,-0.99,33,5.8,2010
0.66,85000000,112483764,0.32,60,5.0,2010
0.65,0,0,,185,5.5,2010
0.65,10000000,6110000,-0.39,95,5.2,2010
0.65,0,0,,158,6.2,2010
0.64,150000000,0,-1.0,299,5.4,2010
0.64,0,6153967,,72,5.9,2010
0.64,120000000,48668907,-0.59,136,4.9,2010
0.64,20000000,0,-1.0,302,6.5,2010
0.64,0,0,,113,7.2,2010
0.63,0,0,,89,5.7,2010
0.63,0,8212430,,178,8.0,2010
0.63,0,0,,22,3.6,2010
0.62,500000,98017,-0.8,140,5.6,2010
0.62,0,3826,,16,5.3,2010
0.62,28000000,45236543,0.62,210,5.4,2010
0.62,20000000,49779728,1.49,318,5.9,2010
0.61,0,265318,,107,5.6,2010
0.61,0,0,,192,5.9,2010
0.6,12000000,204940,-0.98,49,5.8,2010
0.6,13000000,0,-1.0,88,6.1,2010
0.6,25000000,4644108,-0.81,151,5.5,2010
0.6,50000000,105197635,1.1,279,5.5,2010
0.6,10000000,0,-1.0,20,5.1,2010
0.6,25000000,19829957,-0.21,75,5.2,2010
0.6,30000000,967000,-0.97,110,5.0,2010
0.6,30000000,967000,-0.97,110,5.0,2010
0.59,25000000,15478800,-0.38,78,5.9,2010
0.58,4500000,0,-1.0,10,4.8,2010
0.58,21000000,49050886,1.34,134,5.7,2010
0.58,0,0,,66,5.4,2010
0.57,0,88335,,14,5.6,2010
0.56,7000000,382946,-0.95,104,6.2,2010
0.55,5000000,1000000,-0.8,117,6.7,2010
0.55,50000000,83761844,0.68,75,4.9,2010
0.55,0,6467348,,32,7.1,2010
0.55,0,538000,,22,6.0,2010
0.55,0,0,,23,6.1,2010
0.54,0,3065860,,322,5.8,2010
0.54,70000000,134748021,0.92,325,5.8,2010
0.53,0,0,,75,6.7,2010
0.53,0,0,,42,6.5,2010
0.53,3000000,0,-1.0,24,5.6,2010
0.53,18000000,871279,-0.95,35,6.2,2010
0.53,0,0,,15,6.3,2010
0.53,50000000,0,-1.0,28,6.0,2010
0.53,0,0,,33,6.7,2010
0.52,0,8020,,54,5.3,2010
0.52,8500000,0,-1.0,22,5.6,2010
0.52,0,0,,529,6.8,2010
0.52,0,0,,159,4.7,2010
0.51,8000000,18124262,1.27,46,6.7,2010
0.51,0,0,,31,6.5,2010
0.51,5000000,2614773,-0.48,111,5.8,2010
0.51,0,0,,35,5.5,2010
0.51,20000000,54956140,1.75,320,6.1,2010
0.51,0,0,,65,5.9,2010
0.51,0,0,,25,5.2,2010
0.51,10000,0,-1.0,21,6.9,2010
0.5,5000000,5129058,0.03,73,6.6,2010
0.5,8000000,0,-1.0,120,6.2,2010
0.5,20000000,39300000,0.96,84,5.5,2010
0.49,22000000,0,-1.0,131,5.8,2010
0.49,0,0,,49,6.7,2010
0.49,0,0,,31,5.0,2010
0.48,0,0,,64,5.3,2010
0.48,0,430041,,53,7.7,2010
0.47,0,0,,162,5.4,2010
0.47,0,0,,112,6.0,2010
0.47,0,0,,33,5.4,2010
0.47,80000000,201584141,1.52,146,5.1,2010
0.46,0,0,,13,6.0,2010
0.46,0,0,,33,7.0,2010
0.46,5773100,18144030,2.14,54,5.8,2010
0.45,0,0,,49,6.4,2010
0.45,0,0,,17,3.2,2010
0.45,0,21520719,,70,6.0,2010
0.44,3500000,0,-1.0,95,7.0,2010
0.44,2500000,324138,-0.87,211,6.6,2010
0.44,20000000,346594,-0.98,16,6.1,2010
0.44,0,0,,10,5.4,2010
0.44,5800000,0,-1.0,11,5.5,2010
0.44,4466000,0,-1.0,29,7.2,2010
0.43,0,0,,23,6.1,2010
0.42,3100000,0,-1.0,40,5.6,2010
0.42,0,0,,14,5.1,2010
0.42,1400000,0,-1.0,31,6.0,2010
0.42,0,18000,,19,4.5,2010
0.61,550000,0,-1.0,51,7.6,2010
0.42,10000000,0,-1.0,38,3.6,2010
0.42,0,0,,19,6.0,2010
0.41,0,0,,36,6.5,2010
0.23,0,0,,46,7.0,2010
0.41,0,0,,32,2.7,2010
0.41,15000000,20529194,0.37,49,5.9,2010
0.4,500000,0,-1.0,22,5.0,2010
0.4,0,0,,79,7.1,2010
0.4,0,4790751,,200,7.7,2010
0.4,0,850994,,33,6.2,2010
0.39,10000000,0,-1.0,32,6.6,2010
0.39,27000000,16504936,-0.39,112,6.5,2010
0.39,0,0,,25,4.7,2010
0.39,0,0,,15,7.0,2010
0.39,0,0,,11,7.3,2010
0.39,0,0,,54,5.1,2010
0.38,0,0,,30,5.8,2010
0.08,0,0,,22,7.3,2010
0.38,31000000,15134293,-0.51,44,5.8,2010
0.37,0,0,,89,7.0,2010
0.37,10000000,33583175,2.36,433,5.6,2010
0.37,0,539957,,68,5.3,2010
0.36,0,42145,,80,6.3,2010
0.36,0,0,,26,5.8,2010
0.36,15000000,0,-1.0,60,7.1,2010
0.36,0,0,,16,6.0,2010
0.36,0,0,,179,7.6,2010
0.35,7000000,0,-1.0,75,6.1,2010
0.35,8000000,0,-1.0,53,5.4,2010
0.35,0,0,,35,5.7,2010
0.35,0,0,,24,4.8,2010
0.19,0,0,,11,4.8,2010
0.34,0,0,,177,7.3,2010
0.34,0,338987,,22,7.1,2010
0.31,14000000,21409028,0.53,26,5.9,2010
0.15,0,0,,10,6.3,2010
0.34,0,0,,15,5.5,2010
0.33,104002432,0,-1.0,12,5.3,2010
0.33,100000,1000000,9.0,19,7.2,2010
0.33,0,0,,22,5.1,2010
0.33,30000000,8454301,-0.72,70,6.9,2010
0.33,0,693181,,14,5.7,2010
0.26,0,0,,19,5.9,2010
0.33,80000000,74901339,-0.06,276,6.0,2010
0.32,0,0,,36,4.8,2010
0.32,0,0,,59,5.3,2010
0.33,0,0,,25,5.1,2010
0.32,0,0,,14,6.3,2010
0.32,4600000,1163967,-0.75,37,5.9,2010
0.32,4000000,55125,-0.99,36,6.2,2010
0.31,0,0,,23,6.7,2010
0.31,2000000,0,-1.0,12,5.9,2010
0.31,0,0,,79,7.0,2010
0.31,0,0,,10,5.1,2010
0.35,30000,3045943,100.53,125,6.4,2010
0.3,35000000,39340177,0.12,75,4.7,2010
0.3,12500000,1083683,-0.91,43,6.0,2010
0.3,0,0,,30,5.8,2010
0.3,2500000,0,-1.0,11,3.3,2010
0.3,2500000,52604,-0.98,42,5.1,2010
0.29,0,0,,16,5.5,2010
0.76,120000000,0,-1.0,183,7.8,2010
0.29,0,0,,11,5.0,2010
0.29,2500000,0,-1.0,16,3.3,2010
0.29,0,0,,18,6.3,2010
0.29,0,0,,25,4.1,2010
0.29,0,0,,13,6.0,2010
0.28,20000000,4634062,-0.77,69,4.9,2010
0.28,0,0,,14,6.4,2010
0.28,0,0,,14,3.2,2010
0.28,0,0,,23,5.8,2010
0.28,0,0,,18,7.1,2010
0.49,500000,0,-1.0,11,3.9,2010
0.28,30000,617000,19.57,45,6.8,2010
0.28,3000000,103735,-0.97,25,6.7,2010
0.27,65000,0,-1.0,29,5.8,2010
0.27,12500000,3878993,-0.69,12,5.7,2010
0.27,0,215576,,51,6.4,2010
0.27,0,0,,20,7.1,2010
0.27,2500000,0,-1.0,14,5.8,2010
0.28,0,0,,10,5.9,2010
0.26,2500000,0,-1.0,19,5.7,2010
0.26,0,0,,17,4.2,2010
0.26,650000,33245,-0.95,143,6.2,2010
0.26,0,0,,11,6.0,2010
0.26,13000000,0,-1.0,14,3.5,2010
0.25,0,0,,12,8.0,2010
0.16,0,0,,13,5.7,2010
0.25,0,0,,26,4.5,2010
0.19,0,1422910,,78,7.1,2010
0.25,425000000,11087569,-0.97,74,6.4,2010
0.38,0,0,,31,6.5,2010
0.25,10000000,4349187,-0.57,75,6.0,2010
0.25,0,0,,23,4.8,2010
0.25,0,63931,,13,5.9,2010
0.24,0,0,,12,6.4,2010
0.24,0,0,,17,5.0,2010
0.24,4400000,0,-1.0,26,5.3,2010
0.56,0,10,,23,4.2,2010
0.24,0,0,,10,6.0,2010
0.24,10000000,55089,-0.99,21,5.9,2010
0.24,967686,4270000,3.41,262,7.0,2010
0.24,0,0,,23,6.3,2010
0.28,7347125,0,-1.0,28,7.6,2010
0.23,0,0,,17,2.5,2010
0.41,0,0,,22,5.4,2010
0.23,0,0,,20,5.3,2010
0.23,0,0,,24,5.5,2010
0.23,0,0,,42,6.8,2010
0.23,0,0,,14,6.4,2010
0.23,0,0,,15,7.7,2010
0.23,0,178174,,13,6.0,2010
0.34,0,0,,17,5.2,2010
0.22,0,0,,24,6.5,2010
0.22,0,0,,13,7.7,2010
0.22,0,0,,27,8.8,2010
0.22,0,0,,11,7.3,2010
0.22,2000000,0,-1.0,10,5.2,2010
0.22,0,0,,49,6.2,2010
0.22,0,1279,,26,4.9,2010
0.22,0,0,,23,4.9,2010
0.22,1500000,187716,-0.87,23,7.8,2010
0.22,0,0,,12,7.0,2010
0.21,7000000,453079,-0.94,18,5.9,2010
0.21,0,0,,11,2.7,2010
0.21,0,0,,37,6.2,2010
0.21,0,0,,15,2.4,2010
0.2,0,0,,25,7.0,2010
0.21,0,0,,10,3.7,2010
0.39,4500000,123820,-0.97,46,4.8,2010
0.21,2000000,0,-1.0,43,5.2,2010
0.21,0,0,,10,5.1,2010
0.24,0,0,,16,6.2,2010
0.21,0,0,,26,5.2,2010
0.2,0,0,,16,5.5,2010
0.2,5000000,0,-1.0,24,4.4,2010
0.2,0,0,,11,6.9,2010
0.2,2300000,0,-1.0,18,5.1,2010
0.29,0,0,,15,5.8,2010
0.2,0,37000000,,14,7.3,2010
0.2,0,0,,14,5.4,2010
0.2,0,0,,13,5.9,2010
0.19,0,0,,11,2.4,2010
0.19,0,0,,15,6.0,2010
0.18,0,0,,26,6.9,2010
0.18,0,951179,,61,7.1,2010
0.22,0,0,,13,4.3,2010
0.18,7000000,3218666,-0.54,44,6.2,2010
0.18,0,0,,21,5.8,2010
0.18,0,0,,24,5.5,2010
0.18,0,0,,10,5.8,2010
0.26,1300000,0,-1.0,12,5.5,2010
0.18,0,0,,10,5.0,2010
0.18,0,0,,20,6.8,2010
0.18,0,0,,48,7.5,2010
0.17,0,10967,,10,4.9,2010
0.17,0,0,,23,4.8,2010
0.17,0,0,,13,8.3,2010
0.17,12000000,0,-1.0,18,6.6,2010
0.17,0,0,,13,6.6,2010
0.17,0,876302,,39,6.3,2010
0.17,0,22270,,10,5.7,2010
0.17,0,0,,27,7.6,2010
0.17,0,0,,16,5.2,2010
0.16,0,0,,12,6.5,2010
0.53,7200000,0,-1.0,52,6.7,2010
0.16,0,0,,31,5.3,2010
0.16,0,0,,26,2.8,2010
0.16,0,0,,13,6.7,2010
0.13,0,0,,56,5.9,2010
0.16,0,0,,20,7.2,2010
0.16,0,0,,40,6.0,2010
0.15,0,0,,12,6.2,2010
0.15,0,0,,15,3.8,2010
0.15,3167000,0,-1.0,17,5.7,2010
0.15,0,0,,11,6.3,2010
0.15,0,0,,14,8.4,2010
0.14,0,14870,,47,5.8,2010
0.14,0,0,,20,6.1,2010
0.14,0,0,,12,6.6,2010
0.14,20000000,60072596,2.0,21,6.0,2010
0.25,0,0,,31,5.7,2010
0.01,0,0,,12,6.0,2010
0.14,0,0,,12,4.8,2010
0.13,0,0,,44,6.1,2010
0.13,60000000,296221663,3.94,882,5.8,2010
0.13,300000,0,-1.0,11,4.9,2010
0.13,0,0,,11,5.0,2010
0.13,0,0,,48,5.9,2010
0.13,0,0,,26,5.0,2010
0.19,1100000,0,-1.0,30,5.3,2010
0.12,0,0,,10,6.0,2010
0.12,0,0,,22,6.2,2010
0.21,0,0,,36,7.2,2010
0.07,0,0,,13,5.2,2010
0.11,0,0,,24,6.7,2010
0.11,0,0,,17,3.5,2010
0.31,0,0,,13,4.9,2010
0.14,2400000,0,-1.0,13,4.8,2010
0.1,0,0,,31,6.4,2010
0.18,0,0,,10,5.6,2010
0.28,10000000,1068682,-0.89,83,4.8,2010
0.1,0,0,,11,6.6,2010
0.1,0,0,,10,6.5,2010
0.02,0,0,,13,7.8,2010
0.27,3000000,0,-1.0,16,4.1,2010
0.11,0,0,,10,5.4,2010
0.25,0,0,,17,6.1,2010
0.09,0,427628,,11,6.0,2010
0.09,0,0,,22,7.0,2010
0.07,0,0,,36,7.2,2010
0.1,0,0,,12,7.5,2010
0.08,0,0,,10,5.1,2010
0.08,0,0,,11,4.9,2010
0.15,0,0,,30,2.1,2010
0.15,0,0,,37,7.7,2010
0.07,0,5980,,10,5.5,2010
0.07,0,0,,13,5.2,2010
0.03,10000000,5000000,-0.5,11,4.9,2010
0.07,1250000,0,-1.0,12,5.0,2010
0.07,0,0,,33,5.1,2010
0.06,10,0,-1.0,13,7.0,2010
0.07,0,0,,10,5.5,2010
0.23,0,0,,23,6.7,2010
0.06,0,0,,17,3.9,2010
0.06,0,0,,11,4.4,2010
0.06,0,0,,21,6.9,2010
0.06,35000000,60251371,0.72,52,6.6,2010
0.06,0,0,,13,6.5,2010
0.05,0,1339650,,16,8.1,2010
0.05,0,0,,19,7.3,2010
0.05,0,0,,27,6.6,2010
0.05,0,0,,24,6.3,2010
0.05,0,0,,15,7.1,2010
0.05,0,0,,37,7.9,2010
0.23,0,0,,11,6.4,2010
0.01,5000,0,-1.0,11,4.1,2010
0.03,3,43,13.33,26,7.3,2010
0.03,0,35456,,31,6.1,2010
0.04,0,0,,19,4.7,2010
0.02,0,0,,28,7.4,2010
0.01,0,0,,12,4.7,2010
0.03,900000,0,-1.0,15,7.6,2010
0.06,0,0,,10,6.4,2010
0.0,0,0,,10,6.5,2010
0.0,0,0,,12,6.4,2010
8.95,63000000,100853753,0.6,5923,8.1,1999
7.75,63000000,463517383,6.36,6351,7.8,1999
3.56,15000000,356296601,22.75,1756,7.7,1999
3.53,115000000,924317558,7.04,2823,6.3,1999
2.94,80000000,415885488,4.2,1562,6.3,1999
2.72,60000000,284600000,3.74,2299,8.0,1999
2.58,40000000,672806292,15.82,1753,7.5,1999
2.13,135000000,361832400,1.68,509,6.0,1999
2.07,10500000,75902208,6.23,505,6.5,1999
2.07,100000000,206071502,1.06,932,6.7,1999
1.95,0,0,,912,6.9,1999
1.83,11000000,235483004,20.41,1405,6.4,1999
1.82,66000000,212404396,2.22,355,5.9,1999
1.81,90000000,485015179,4.39,2272,7.2,1999
1.77,16000000,53478166,2.34,947,7.2,1999
1.72,42000000,363889678,7.66,688,6.8,1999
1.56,33000000,310940086,8.42,583,6.0,1999
1.43,2000000,11540607,4.77,170,7.0,1999
1.43,90000000,60289912,-0.33,249,7.1,1999
1.35,45000000,90683916,1.02,406,6.6,1999
1.33,65000000,162091208,1.49,623,6.8,1999
1.33,13000000,22863596,0.76,607,7.1,1999
1.32,80000000,176885658,1.21,260,6.3,1999
1.31,133000000,300135367,1.26,502,5.6,1999
1.25,73000000,151493655,1.08,463,6.5,1999
1.22,170000000,222104681,0.31,626,5.2,1999
1.19,160000000,61698899,-0.61,275,6.2,1999
1.17,100000000,211989043,1.12,247,5.4,1999
1.15,24000000,88545092,2.69,145,6.6,1999
1.15,70000000,23159305,-0.67,877,7.5,1999
1.14,60000000,73648228,0.23,336,5.5,1999
1.08,21000000,0,-1.0,579,7.0,1999
1.05,90000000,161626121,0.8,305,6.5,1999
1.04,70000000,309457509,3.42,253,5.7,1999
1.02,10000000,103166989,9.32,248,5.6,1999
0.99,70000000,177841558,1.54,144,6.1,1999
0.99,6000000,30471,-0.99,521,7.1,1999
0.97,10000000,12827813,0.28,669,7.3,1999
0.94,6000000,10409377,0.73,460,7.0,1999
0.94,100000000,93700000,-0.06,538,6.7,1999
0.93,25000,248000000,9919.0,522,6.3,1999
0.92,38000000,58401898,0.54,384,6.2,1999
0.92,50000000,73956241,0.48,226,7.3,1999
0.91,16000000,18564088,0.16,189,6.5,1999
0.88,34200000,234801895,5.87,479,6.2,1999
0.86,32000000,0,-1.0,102,6.5,1999
0.82,40000000,96618699,1.42,248,6.0,1999
0.82,10000000,30652890,2.07,472,6.6,1999
0.8,40000000,0,-1.0,376,7.5,1999
